id,Nombre,email,gender,Ventas,Ventas_normalizadas
314,Ennis Hovie,ehovie8p@pcworld.com,Femenino,36486.84,0.6612384786074414
315,Simeon Dinnington,sdinnington8q@nhs.uk,Masculino,12484.28,0.05853508979197153
316,Regen Pittwood,rpittwood8r@ted.com,Masculino,29926.212606132074,0.49650136877249873
317,Urbanus Gritskov,ugritskov8s@youtu.be,Masculino,46618.0,0.9156315293750154
318,Abdel Geere,ageere8t@admin.ch,Femenino,11870.87,0.04313238750799442
319,Ninette Wordley,nwordley8u@google.co.jp,Masculino,23787.54,0.3423595279628312
320,Eirena Baume,ebaume8v@t-online.de,Femenino,39164.4,0.7284719106145587
321,Nissa Dicken,ndicken8w@yelp.com,Femenino,23229.06,0.32833611593571144
322,Will Matten,wmatten8x@virginia.edu,Femenino,16388.46,0.1565689043744819
323,Elvis Shoebridge,eshoebridge8y@yolasite.com,Femenino,29926.212606132074,0.49650136877249873
324,Yance Kearle,ykearle8z@usgs.gov,Masculino,13868.1,0.09328275852024981
325,Carol Bertolaccini,cbertolaccini90@spotify.com,Femenino,47082.08,0.9272845609133799
326,Filberto Goodier,fgoodier91@1688.com,Femenino,13711.93,0.08936133562905352
327,Ceciley Boland,cboland92@indiegogo.com,Femenino,29926.212606132074,0.49650136877249873
328,Thebault Orknay,torknay93@merriam-webster.com,Masculino,17977.26,0.19646361327844958
329,Rollins Falcus,rfalcus94@umich.edu,Masculino,17539.4,0.18546896496482224
330,Shea MacCrosson,smaccrosson95@a8.net,Masculino,29926.212606132074,0.49650136877249873
331,Cly McBain,cmcbain96@harvard.edu,Masculino,40403.6,0.7595881765220339
332,Beryl Woolerton,bwoolerton97@cbslocal.com,Masculino,18949.01,0.2208642196338314
333,Chariot Minard,cminard98@dropbox.com,Masculino,22739.27,0.31603750725364044
334,Gaye Hoonahan,ghoonahan99@ow.ly,Femenino,33916.65,0.5967011033066556
335,Cosimo Brisco,cbrisco9a@state.gov,Femenino,16764.59,0.16601351468418069
336,Godfree Oldroyde,goldroyde9b@earthlink.net,Femenino,40882.62,0.7716163509046995
337,Bud Wellsman,bwellsman9c@chronoengine.com,Femenino,29926.212606132074,0.49650136877249873
338,Wade Agron,wagron9d@hexun.com,Femenino,29926.212606132074,0.49650136877249873
339,Tabbitha Aasaf,taasaf9e@wp.com,Femenino,15080.52,0.12372657962381761
340,Dorris Cribbott,dcribbott9f@de.vu,Femenino,32392.02,0.5584177007158598
341,Phoebe Mc Caghan,pmc9g@rediff.com,Femenino,34296.92,0.6062496688623654
342,Felice Hrishanok,fhrishanok9h@newsvine.com,Femenino,29926.212606132074,0.49650136877249873
343,Suzy Gayton,sgayton9i@google.com.br,Masculino,43629.64,0.8405939209282248
344,Wynn Mannock,wmannock9j@fda.gov,Masculino,45957.65,0.8990501654369899
345,Trent Klaus,tklaus9k@list-manage.com,Femenino,28720.26,0.46621994368839736
346,Cole Kamen,ckamen9l@dailymotion.com,Masculino,49449.19,0.9867226049678052
347,Billie Sisey,bsisey9m@dion.ne.jp,Masculino,23484.59,0.3347524647311739
348,Josh MacRedmond,jmacredmond9n@admin.ch,Masculino,25212.81,0.3781480046493607
349,Sinclair Healey,shealey9o@newyorker.com,Masculino,39920.06,0.7474465051074918
350,Maddy Kilgallon,mkilgallon9p@dell.com,Masculino,45115.86,0.8779128498476955
351,Douglass Allbut,dallbut9q@geocities.com,Masculino,34484.66,0.6109638132793034
352,Thorny Pimblott,tpimblott9r@nbcnews.com,Masculino,29926.212606132074,0.49650136877249873
353,Micki Goldsbury,mgoldsbury9s@myspace.com,Masculino,19189.29,0.22689764149652364
354,Ignacio Mallall,imallall9t@stanford.edu,Masculino,43738.17,0.8433191051914094
355,Thorstein D'Angeli,tdangeli9u@sohu.com,Masculino,37020.54,0.6746396657562631
356,Reece Kerwen,rkerwen9v@samsung.com,Femenino,49457.37,0.986928004463547
357,Garrik Geare,ggeare9w@illinois.edu,Masculino,10157.08,9.918435307820772e-05
358,Fredrick Gowdridge,fgowdridge9x@so-net.ne.jp,Femenino,17609.07,0.1872183760734195
359,Lorant Vinas,lvinas9y@go.com,Masculino,26541.88,0.4115209029140865
360,Maude Baradel,mbaradel9z@wisc.edu,Femenino,44343.95,0.8585302184591873
361,Iain MacFall,imacfalla0@digg.com,Femenino,29926.212606132074,0.49650136877249873
362,Nataline Jacke,njackea1@businesswire.com,Femenino,21990.48,0.29723541820517496
363,Emera Livesay,elivesaya2@jigsy.com,Masculino,26356.24,0.4068594894190384
364,Whitaker McGarrie,wmcgarriea3@wisc.edu,Masculino,41990.89,0.7994449693821667
365,Josee Clemencet,jclemenceta4@jiathis.com,Masculino,49852.45,0.9968484485683929
366,Brigid Stilliard,bstilliarda5@e-recht24.de,Masculino,29926.212606132074,0.49650136877249873
367,Noami Bellefant,nbellefanta6@themeforest.net,Masculino,29926.212606132074,0.49650136877249873
368,Phillis Trevascus,ptrevascusa7@mediafire.com,Femenino,43552.64,0.8386604537922696
369,Brok Mariolle,bmariollea8@bbc.co.uk,Femenino,34329.05,0.6070564519672778
370,Rolando Badam,rbadama9@digg.com,Masculino,43453.57,0.8361728097772169
371,Ingaborg Monck,imonckaa@marketwatch.com,Femenino,33390.69,0.5834942672699419
372,Golda Dimitru,gdimitruab@fc2.com,Femenino,29926.212606132074,0.49650136877249873
373,Bevon Gunning,bgunningac@blogger.com,Masculino,29926.212606132074,0.49650136877249873
374,Phebe Thulborn,pthulbornad@shop-pro.jp,Femenino,32870.12,0.570422773932745
375,Claudian Philippet,cphilippetae@cbslocal.com,Femenino,27177.06,0.42747024908832
376,Linn Sidary,lsidaryaf@edublogs.org,Masculino,31857.78,0.5450029541871239
377,Gloriane Kramer,gkramerag@noaa.gov,Masculino,18246.53,0.20322497296284753
378,Elayne MacIllrick,emacillrickah@indiegogo.com,Femenino,29926.212606132074,0.49650136877249873
379,Gordan De La Coste,gdeai@reference.com,Femenino,36929.56,0.6723551613402994
380,Ralph Tinline,rtinlineaj@godaddy.com,Femenino,48218.22,0.9558129940542118
381,Tera Dahlen,tdahlenak@shop-pro.jp,Femenino,46703.93,0.9177892284788157
382,Leoine Awdry,lawdryal@dot.gov,Femenino,44743.24,0.8685563755074409
383,Nata Merrisson,nmerrissonam@so-net.ne.jp,Femenino,34394.65,0.6087036655272602
384,Linette Heintzsch,lheintzschan@addthis.com,Femenino,19754.25,0.24108376608261728
385,Dorri Ivashinnikov,divashinnikovao@hexun.com,Masculino,30743.11,0.517013631947707
386,Rosalinde Tofpik,rtofpikap@livejournal.com,Masculino,15390.08,0.13149961970961332
387,Carmina Enstone,censtoneaq@e-recht24.de,Femenino,18664.12,0.21371064233042547
388,Tannie Dener,tdenerar@cnbc.com,Masculino,11217.87,0.026735581796582697
389,Roxanna Mashro,rmashroas@epa.gov,Femenino,47223.42,0.9308336030561836
390,Lewes Greensted,lgreenstedat@webnode.com,Femenino,31572.28,0.5378340598064071
391,Norina Miskin,nmiskinau@photobucket.com,Masculino,13786.61,0.09123654765130196
392,Giffy Linnit,glinnitav@posterous.com,Femenino,37817.84,0.6946598391003802
393,Carlos Rothery,crotheryaw@cnbc.com,Femenino,10539.26,0.009695709937744879
394,Lissi Meriott,lmeriottax@mlb.com,Femenino,34131.04,0.6020844282323364
395,Devi Meus,dmeusay@acquirethisname.com,Femenino,31168.29,0.527689885932972
396,Dacie Sexcey,dsexceyaz@arizona.edu,Masculino,25045.09,0.3739365616877711
397,Corene Guerola,cguerolab0@gizmodo.com,Femenino,12904.16,0.06907826097437203
398,Brant Swaffield,bswaffieldb1@guardian.co.uk,Masculino,29926.212606132074,0.49650136877249873
399,Theresa Oakwell,toakwellb2@networkadvertising.org,Femenino,46109.95,0.9028744127721321
400,Base Morling,bmorlingb3@noaa.gov,Femenino,15929.22,0.14503740505609186
401,Letta Janos,ljanosb4@flickr.com,Masculino,18278.85,0.20403652696069258
402,Xenos Martyns,xmartynsb5@mail.ru,Femenino,29926.212606132074,0.49650136877249873
403,Egbert Coolican,ecoolicanb6@yellowbook.com,Masculino,42966.86,0.823951539780584
404,Sharl Shorbrook,sshorbrookb7@umich.edu,Masculino,27911.58,0.44591401896756366
405,Rowen Noad,rnoadb8@hp.com,Masculino,29926.212606132074,0.49650136877249873
406,Arlena Illingworth,aillingworthb9@stanford.edu,Masculino,13042.96,0.07256352381165215
407,Andria Gillian,agillianba@phoca.cz,Femenino,23209.45,0.327843709565113
408,Orelie Latchford,olatchfordbb@themeforest.net,Femenino,23089.53,0.32483252282558384
409,Nikkie Splaven,nsplavenbc@theatlantic.com,Masculino,26079.53,0.39991131161137405
410,Van Pring,vpringbd@g.co,Femenino,29926.212606132074,0.49650136877249873
411,Ursula Rookeby,urookebybe@networksolutions.com,Masculino,29926.212606132074,0.49650136877249873
412,Loydie Carwithim,lcarwithimbf@sbwire.com,Femenino,46074.94,0.9019953129743429
413,Sherrie Longwood,slongwoodbg@parallels.com,Femenino,36853.36,0.670441782174588
414,Grace Elcom,gelcombh@hugedomains.com,Femenino,19703.66,0.23981345306433194
415,Valeda Malser,vmalserbi@miitbeian.gov.cn,Masculino,49047.71,0.9766414571010095
416,Maressa Alvaro,malvarobj@elegantthemes.com,Masculino,22359.57,0.3065032543767292
417,Davida Wreath,dwreathbk@bbc.co.uk,Femenino,42216.24,0.8051034995001861
418,Scot Beslier,sbeslierbl@scribd.com,Femenino,37453.99,0.6855235791339221
419,Wanids Apfler,wapflerbm@java.com,Masculino,44004.83,0.8500149278728873
420,Son Yapp,syappbn@furl.net,Femenino,14035.49,0.09748591519411381
421,Cosmo Grumell,cgrumellbo@topsy.com,Femenino,48936.1,0.9738389341523866
422,Imogene Clipson,iclipsonbp@umn.edu,Femenino,35053.11,0.6252375716355851
423,Patricio Sancroft,psancroftbq@sbwire.com,Femenino,24629.79,0.3635083941350158
424,Brewster Blackborow,bblackborowbr@npr.org,Masculino,13603.02,0.08662660958000323
425,Ryann Smeaton,rsmeatonbs@amazon.co.jp,Femenino,30421.66,0.5089420344041644
426,Mortie Costelow,mcostelowbt@people.com.cn,Masculino,39720.36,0.7424320455354109
427,Patricio Alsford,palsfordbu@epa.gov,Masculino,49610.3,0.9907680710752563
428,Tristan Stanes,tstanesbv@army.mil,Masculino,29926.212606132074,0.49650136877249873
429,Dene Croose,dcroosebw@infoseek.co.jp,Masculino,23340.0,0.3311218152092551
430,Chad Haycroft,chaycroftbx@paypal.com,Femenino,35688.31,0.6411874200090746
431,Marnie Nelles,mnellesby@cbsnews.com,Femenino,17362.31,0.18102224165175346
432,Allix Carillo,acarillobz@zdnet.com,Femenino,29926.212606132074,0.49650136877249873
433,Tabby Ties,ttiesc0@weather.com,Masculino,34481.84,0.6108930031841943
434,Saw Harkes,sharkesc1@latimes.com,Femenino,25299.64,0.3803283027196851
435,Clarke Simmell,csimmellc2@dyndns.org,Femenino,10248.5,0.002394737152675852
436,Rowney Stone Fewings,rstonec3@myspace.com,Femenino,24998.06,0.3727556401370703
437,Jourdain Barnshaw,jbarnshawc4@vistaprint.com,Femenino,25818.57,0.39335861571788244
438,Dilan Streeting,dstreetingc5@comsenz.com,Masculino,29926.212606132074,0.49650136877249873
439,Timmie Summerskill,tsummerskillc6@indiegogo.com,Masculino,29926.212606132074,0.49650136877249873
440,Brittaney Borley,bborleyc7@multiply.com,Masculino,13710.1,0.08931538439712111
441,Jilleen Camillo,jcamilloc8@businessinsider.com,Femenino,35373.4,0.6332800416222744
442,Kinny Aitken,kaitkenc9@drupal.org,Masculino,43112.18,0.8276005195753503
443,Tuckie Dolder,tdolderca@theguardian.com,Masculino,29926.212606132074,0.49650136877249873
444,Anders Dicke,adickecb@discovery.com,Femenino,45183.9,0.8796213317169214
445,Gwendolin Woodier,gwoodiercc@amazon.com,Masculino,29926.212606132074,0.49650136877249873
446,Noni Djekic,ndjekiccd@ocn.ne.jp,Femenino,18313.84,0.20491512455922595
447,Uriel Yannikov,uyannikovce@hp.com,Masculino,19544.87,0.23582624207058756
448,Thalia Epton,teptoncf@free.fr,Femenino,29962.74,0.4974185702738718
449,Sissie Hewlings,shewlingscg@mapy.cz,Masculino,41971.72,0.7989636113952024
450,Hinze Pucker,hpuckerch@nature.com,Masculino,37459.54,0.6856629394274878
451,Kelsey Singleton,ksingletonci@themeforest.net,Femenino,29926.212606132074,0.49650136877249873
452,Neddie Trendle,ntrendlecj@timesonline.co.uk,Femenino,22828.31,0.3182732983417632
453,Aguste Gorelli,agorellick@google.pl,Femenino,38284.03,0.7063658526602623
454,Warden Gonzalez,wgonzalezcl@1und1.de,Femenino,35235.35,0.6298136112570976
455,Vinny Domnin,vdomnincm@oracle.com,Femenino,29926.212606132074,0.49650136877249873
456,Sammie Rodway,srodwaycn@mapy.cz,Masculino,39324.41,0.7324897557629249
457,Andrew Jays,ajaysco@addthis.com,Masculino,25788.38,0.3926005459408113
458,Silvan Bewley,sbewleycp@i2i.jp,Masculino,15607.59,0.13696128771924448
459,Filip Gotthard.sf,fgotthardsfcq@ucoz.ru,Masculino,29926.212606132074,0.49650136877249873
460,Katheryn Ingold,kingoldcr@census.gov,Masculino,22477.7,0.3094694942828381
461,Melosa Wyles,mwylescs@mayoclinic.com,Femenino,10284.06,0.0032876474300078673
462,Ruperto Robiou,rrobiouct@paypal.com,Femenino,38903.21,0.721913439429622
463,Thedric Clevely,tclevelycu@exblog.jp,Femenino,29926.212606132074,0.49650136877249873
464,Flemming Lewsam,flewsamcv@slate.com,Masculino,41988.32,0.7993804367777589
465,Fayth Adame,fadamecw@mit.edu,Femenino,21123.96,0.27547713323572254
466,Justis Quarless,jquarlesscx@mozilla.org,Femenino,25872.35,0.3947090295175145
467,Leonelle Cowdery,lcowderycy@businessweek.com,Femenino,19636.66,0.23813108555642293
468,Jarred Duffil,jduffilcz@constantcontact.com,Masculino,49825.29,0.9961664619786198
469,Colas Fey,cfeyd0@netscape.com,Femenino,25415.07,0.3832267457262215
470,Katerine Spinola,kspinolad1@geocities.jp,Masculino,29926.212606132074,0.49650136877249873
471,Ruthy Wildash,rwildashd2@eepurl.com,Femenino,34792.62,0.6186966774246118
472,Cleveland Stuckley,cstuckleyd3@rambler.ru,Masculino,19831.57,0.24302526840666988
473,Berna Spincks,bspincksd4@vimeo.com,Femenino,11159.67,0.02527418196135428
474,Isak Ragge,iragged5@mayoclinic.com,Femenino,45091.82,0.8773092063418725
475,Avivah Tatlow,atatlowd6@nymag.com,Masculino,34855.58,0.6202776006827901
476,Eugine Sympson,esympsond7@guardian.co.uk,Femenino,11402.12,0.03136209244333249
477,Nissa Ventom,nventomd8@java.com,Masculino,45871.24,0.8968804135510432
478,Sal Boynes,sboynesd9@mit.edu,Femenino,41216.02,0.7799880125037569
479,Carr Tillett,ctillettda@examiner.com,Femenino,29926.212606132074,0.49650136877249873
480,Robbert Streeting,rstreetingdb@moonfruit.com,Masculino,29548.44,0.48701551268392096
481,Brander Warrior,bwarriordc@plala.or.jp,Femenino,33491.83,0.5860338889080003
482,Louis Huyhton,lhuyhtondd@cbslocal.com,Masculino,29926.212606132074,0.49650136877249873
483,Bo Splevins,bsplevinsde@scribd.com,Femenino,17067.46,0.17361856911881351
484,Silvanus Gillard,sgillarddf@yahoo.com,Femenino,14531.48,0.10994020564557333
485,Bartholomeus Ege,begedg@lulu.com,Femenino,31412.87,0.5338312806357239
486,Ardys Paradyce,aparadycedh@soundcloud.com,Femenino,38192.35,0.7040637712703355
487,Michaelina Renbold,mrenbolddi@apache.org,Masculino,46386.57,0.9098203306831442
488,Colman Fulker,cfulkerdj@opensource.org,Femenino,48252.07,0.9566629662951479
489,Janice Greenlees,jgreenleesdk@state.gov,Femenino,29444.02,0.4843935303678635
490,Garwood Drugan,gdrugandl@harvard.edu,Masculino,16119.46,0.14981432438004127
491,Kellen Mussolini,kmussolinidm@illinois.edu,Masculino,42626.59,0.8154073727370587
492,Fawne Gillitt,fgillittdn@discovery.com,Femenino,21703.56,0.2900308676772757
493,Hedda Downton,hdowntondo@ca.gov,Femenino,40222.46,0.7550397578596065
494,Cristin Dawley,cdawleydp@cpanel.net,Femenino,28111.13,0.450924712045224
495,Cassie Kemmet,ckemmetdq@csmonitor.com,Femenino,29926.212606132074,0.49650136877249873
496,Jade Josephov,jjosephovdr@bandcamp.com,Masculino,34841.2,0.6199165194176597
497,Donielle Chaudret,dchaudretds@cbc.ca,Femenino,10267.71,0.0028770995381524056
498,Rudyard Allberry,rallberrydt@cbsnews.com,Masculino,41727.16,0.7928227188917064
499,Cristabel Olander,colanderdu@constantcontact.com,Masculino,44801.97,0.8700310836229558
500,Renata Caslett,rcaslettdv@jimdo.com,Masculino,23160.51,0.32661482798545527
501,Marven Leathlay,mleathlaydw@bluehost.com,Femenino,48583.65,0.9649889277619011
502,Myrta Vant,mvantdx@so-net.ne.jp,Femenino,14430.05,0.10739330211830156
503,Boigie Francescozzi,bfrancescozzidy@nydailynews.com,Femenino,18030.74,0.19780649408924034
504,Chryste Caroli,ccarolidz@marketwatch.com,Femenino,19205.7,0.2273096959861473
505,Akim Murford,amurforde0@icq.com,Masculino,39844.09,0.7455389012332255
506,Zabrina Bellows,zbellowse1@nymag.com,Masculino,17471.82,0.1837720336784865
507,Neila Sushams,nsushamse2@phoca.cz,Femenino,34276.63,0.6057401877170598
508,Dionisio Borley,dborleye3@homestead.com,Femenino,43523.18,0.8379207142880459
509,Jessamine Dutnell,jdutnelle4@intel.com,Masculino,29926.212606132074,0.49650136877249873
510,Tremayne Bohlens,tbohlense5@economist.com,Masculino,20056.44,0.24867174574254303
511,Vinson Greenlees,vgreenleese6@bbc.co.uk,Femenino,23037.13,0.3235167607746222
512,Emalee Swinglehurst,eswinglehurste7@eventbrite.com,Masculino,16906.98,0.16958892228792938
513,Margalit Ruddy,mruddye8@hugedomains.com,Femenino,25343.08,0.3814190795039175
514,Bron Asling,baslinge9@deliciousdays.com,Masculino,16745.97,0.16554596717675885
515,Seward Perello,sperelloea@google.it,Femenino,25754.75,0.3917560978916922
516,Serge Nobbs,snobbseb@fema.gov,Femenino,24684.72,0.36488768439187313
517,Koo Purdey,kpurdeyec@yolasite.com,Femenino,37425.4,0.6848056852973383
518,Devondra Spedding,dspeddinged@examiner.com,Femenino,23064.67,0.32420828915026123
519,Samson Wellbelove,swellbeloveee@w3.org,Femenino,48298.29,0.9578235487759771
520,Alberta Vallack,avallackef@ustream.tv,Femenino,13966.09,0.09574328377547375
521,Lois Bayley,lbayleyeg@salon.com,Masculino,40049.68,0.7507012584862257
522,Myrta Dibben,mdibbeneh@elegantthemes.com,Masculino,29248.79,0.479491312329519
523,Conway McOrkil,cmcorkilei@sciencedirect.com,Femenino,36045.27,0.6501506723318089
524,Luis Baine,lbaineej@creativecommons.org,Masculino,34004.02,0.5988949607568945
525,Louis La Vigne,llaek@hc360.com,Femenino,32777.2,0.5680895561889403
526,Thorny Floris,tflorisel@creativecommons.org,Femenino,41714.82,0.7925128619506975
527,Minnie Hannond,mhannondem@berkeley.edu,Femenino,33981.98,0.598341537176681
528,Revkah Vallis,rvallisen@ftc.gov,Femenino,11923.06,0.04444287646676709
529,Gisella Szapiro,gszapiroeo@furl.net,Femenino,26231.16,0.4037187352714374
530,Rozalin Benfield,rbenfieldep@wufoo.com,Masculino,29733.12,0.49165282061467674
531,Geoffrey Lawie,glawieeq@dailymail.co.uk,Femenino,15887.29,0.14398454431569452
532,Darsie Gleeson,dgleesoner@telegraph.co.uk,Masculino,33444.08,0.5848348881840801
533,Charlotta Wadhams,cwadhamses@wunderground.com,Masculino,22688.08,0.3147521282576724
534,Emili Carnihan,ecarnihanet@examiner.com,Masculino,10213.53,0.0015166417533986065
535,Mirabel Gotts,mgottseu@sina.com.cn,Femenino,46112.47,0.9029376898784
536,Artie Suddell,asuddellev@wordpress.org,Masculino,32991.89,0.5734804141034625
537,Nathanael Rosenbush,nrosenbushew@google.ca,Masculino,29926.212606132074,0.49650136877249873
538,Katrina Corcut,kcorcutex@myspace.com,Femenino,45705.7,0.8927237103083677
539,Dorey Minnette,dminnetteey@howstuffworks.com,Masculino,30334.02,0.5067413972639682
540,Elliot Barg,ebargez@free.fr,Masculino,28288.74,0.4553844925389512
541,Merill Roscamp,mroscampf0@xrea.com,Masculino,39023.97,0.7249457185379071
542,Horace Boraston,hborastonf1@un.org,Masculino,33325.11,0.5818475559092154
543,Dyanna Emloch,demlochf2@ebay.com,Femenino,27963.37,0.44721446394121445
544,Elie Newiss,enewissf3@cocolog-nifty.com,Masculino,17316.05,0.17986065477241203
545,Debi Balk,dbalkf4@miibeian.gov.cn,Masculino,26319.38,0.40593393619006035
546,Otto Dasent,odasentf5@wsj.com,Femenino,12115.56,0.0492765443066549
547,Erasmus Reekie,ereekief6@fema.gov,Masculino,23034.48,0.32345021937318996
548,Ronnie Bertenshaw,rbertenshawf7@uol.com.br,Masculino,31171.28,0.5277649647217577
549,Marlo Venner,mvennerf8@yahoo.com,Masculino,44165.8,0.8540568785855457
550,Richmound Benstead,rbensteadf9@imdb.com,Femenino,14537.55,0.11009262311979734
551,Aubrette Buckby,abuckbyfa@un.org,Femenino,29926.212606132074,0.49650136877249873
552,Conny Dayce,cdaycefb@salon.com,Femenino,35440.34,0.6349609025324149
553,Enrica Wilcocks,ewilcocksfc@arstechnica.com,Masculino,30181.25,0.5029053482463076
554,Kym Yourell,kyourellfd@phoca.cz,Masculino,10840.53,0.017260588431890378
555,Piper Fader,pfaderfe@shareasale.com,Femenino,27158.36,0.42700069278387376
556,Jaimie Creddon,jcreddonff@patch.com,Masculino,28556.92,0.46211848236389197
557,Benita Cathie,bcathiefg@si.edu,Masculino,36066.44,0.6506822502443828
558,Oliy Valasek,ovalasekfh@free.fr,Masculino,27712.05,0.4409038280891594
559,Janene Glynn,jglynnfi@scientificamerican.com,Masculino,29926.212606132074,0.49650136877249873
560,Eolanda d' Elboux,edfj@fc2.com,Femenino,33805.74,0.593916157331996
561,Gunther Impett,gimpettfk@xing.com,Masculino,29926.212606132074,0.49650136877249873
562,Donny Cejka,dcejkafl@thetimes.co.uk,Masculino,25683.84,0.38997555042921717
563,Dee dee Brigshaw,ddeefm@dyndns.org,Femenino,17673.47,0.18883545767803656
564,Murray Boyfield,mboyfieldfn@opera.com,Femenino,15104.92,0.12433926271625012
565,Rochell Rowaszkiewicz,rrowaszkiewiczfo@dion.ne.jp,Masculino,16202.34,0.15189543809728756
566,Tess Goracci,tgoraccifp@opera.com,Femenino,43966.54,0.8490534673970987
567,Mildrid Kenrick,mkenrickfq@harvard.edu,Femenino,32730.19,0.5669091368374956
568,Imelda Rolfini,irolfinifr@elegantthemes.com,Femenino,10939.59,0.019747981347315258
569,Dari Jacobsohn,djacobsohnfs@rambler.ru,Masculino,41140.75,0.7780979856034539
570,Lucretia Lesor,llesorft@ycombinator.com,Femenino,29926.212606132074,0.49650136877249873
571,Wynn Tolworthy,wtolworthyfu@nyu.edu,Masculino,47576.38,0.9396964155276996
572,Dorena Mabley,dmableyfv@cocolog-nifty.com,Femenino,41001.01,0.7745891194011375
573,Ezmeralda Ausello,eausellofw@census.gov,Masculino,40115.15,0.7523452077510436
574,Sondra Marking,smarkingfx@yolasite.com,Femenino,29926.212606132074,0.49650136877249873
575,Tonia Holwell,tholwellfy@census.gov,Masculino,45281.01,0.8820597602048771
576,Truda Muselli,tmusellifz@soup.io,Masculino,36865.37,0.6707433528278715
577,Ferguson Brickham,fbrickhamg0@ovh.net,Masculino,23871.14,0.34445872085329676
578,Ellis Crudgington,ecrudgingtong1@yandex.ru,Masculino,33822.07,0.5943262030245954
579,Cornelia Diggins,cdigginsg2@sitemeter.com,Femenino,29926.212606132074,0.49650136877249873
580,Gaelan Bugge,gbuggeg3@tinyurl.com,Masculino,49230.52,0.9812318094013205
581,Merilee Reynold,mreynoldg4@canalblog.com,Masculino,14069.76,0.09834643361942785
582,Emelen Tallis,etallisg5@mtv.com,Masculino,21763.24,0.2915294302574549
583,Barnard Pinckard,bpinckardg6@posterous.com,Masculino,13828.07,0.09227760670918117
584,Salaidh Lakey,slakeyg7@wikispaces.com,Femenino,32203.75,0.5536902480186355
585,Cindelyn Ashlin,cashling8@geocities.com,Femenino,21231.12,0.27816791684986475
586,Skipper Danser,sdanserg9@upenn.edu,Masculino,14281.02,0.10365116436153021
587,Elna Dowrey,edowreyga@scribd.com,Masculino,42742.88,0.818327410311607
588,Berte Ashborn,bashborngb@ovh.net,Masculino,29240.77,0.47928993042782597
589,Atlante Bernaert,abernaertgc@intel.com,Femenino,38355.67,0.7081647303955848
590,Hilario Coales,hcoalesgd@shutterfly.com,Masculino,48407.09,0.9605555127291189
591,Quintus Maes,qmaesge@blogtalkradio.com,Masculino,37399.17,0.6841470509729732
592,Osborne Ribbon,oribbongf@cisco.com,Femenino,23622.7,0.33822040169411893
593,Jackie Trask,jtraskgg@economist.com,Masculino,18592.22,0.2119052360047739
594,Stephanus Eustice,seusticegh@360.cn,Masculino,31441.85,0.5345589673578016
595,Zack Doogue,zdooguegi@smh.com.au,Masculino,29926.212606132074,0.49650136877249873
596,Mignon Beamson,mbeamsongj@friendfeed.com,Femenino,29926.212606132074,0.49650136877249873
597,Kizzee Conre,kconregk@google.de,Femenino,43188.47,0.8295161586377141
598,Alard Eltringham,aeltringhamgl@miibeian.gov.cn,Femenino,26368.66,0.4071713551570716
599,Jeanne Garling,jgarlinggm@printfriendly.com,Femenino,46509.45,0.9129058429125748
600,Brook Cullip,bcullipgn@domainmarket.com,Femenino,29926.212606132074,0.49650136877249873
601,Roseanne Tompsett,rtompsettgo@weather.com,Masculino,19526.28,0.23535944786204982
602,Marion Totaro,mtotarogp@diigo.com,Femenino,29118.44,0.4762182286779377
603,Cariotta Symonds,csymondsgq@miibeian.gov.cn,Femenino,29926.212606132074,0.49650136877249873
604,Aharon Redshaw,aredshawgr@miibeian.gov.cn,Femenino,18552.96,0.21091941886506477
605,Jeane Weaving,jweavinggs@liveinternet.ru,Masculino,13968.01,0.09579149490405858
606,Frankie Clamp,fclampgt@exblog.jp,Femenino,47274.81,0.9321240040447126
607,Verine Harsent,vharsentgu@cafepress.com,Masculino,22152.65,0.301307500873199
608,Parrnell O'Scully,poscullygv@usgs.gov,Femenino,49566.42,0.9896662459073898
609,Tove McWhirter,tmcwhirtergw@sina.com.cn,Femenino,10153.13,0.0
610,Kevon Begley,kbegleygx@cocolog-nifty.com,Femenino,35623.16,0.6395515059323543
611,Ricoriki Filer,rfilergy@opensource.org,Masculino,29926.212606132074,0.49650136877249873
612,Evelyn Shimmans,eshimmansgz@timesonline.co.uk,Masculino,36744.45,0.6677070561255376
613,Eddy Gain,egainh0@qq.com,Femenino,24179.92,0.3522121751681049
614,Aurel MacPeice,amacpeiceh1@mlb.com,Femenino,18022.18,0.1975915528076328
615,Mathew Goodliff,mgoodliffh2@slashdot.org,Femenino,25097.79,0.3752598567275742
616,Niven Wing,nwingh3@liveinternet.ru,Masculino,26989.69,0.4227653953576198
617,Ulberto Cochrane,ucochraneh4@psu.edu,Masculino,29926.212606132074,0.49650136877249873
618,Kippie Greveson,kgrevesonh5@businessinsider.com,Masculino,21012.51,0.2726786278811485
619,Dorian Kennally,dkennallyh6@free.fr,Masculino,29926.212606132074,0.49650136877249873
620,Saunderson Dyche,sdycheh7@archive.org,Femenino,45503.95,0.8876577753125373
621,Murry Hitcham,mhitchamh8@histats.com,Femenino,25650.39,0.3891356221734028
622,Riobard Minton,rmintonh9@amazon.de,Femenino,41858.59,0.7961229213031166
623,Stepha Bernollet,sbernolletha@house.gov,Masculino,19495.29,0.23458129011473494
624,Mason Heinicke,mheinickehb@mit.edu,Masculino,32488.49,0.5608400588276209
625,Clayborne Ghilardini,cghilardinihc@surveymonkey.com,Femenino,22829.43,0.3183014215001043
